task,wh_name,logic_adjusted_new_step_duration_minutes
Verify Batch,BEYONDRX_OH,5.01
Verify Batch,BEYONDRX_OH,8.85
Verify Fill,BEYONDRX_OH,5.57
Verify Batch,BEYONDRX_OH,9.48
Verify Fill,BEYONDRX_OH,8.01
Verify Order,OHIO,6.73
Verify Batch,BEYONDRX_OH,4.87
Verify Fill,BEYONDRX_AZ,9.49
Verify Batch,BEYONDRX_OH,4.4
Verify Batch,BEYONDRX_AZ,8.16
Verify Fill,BEYONDRX_AZ,12.97
Verify Batch,BEYONDRX_OH,7.6
Verify Order,BEYONDRX_OH,5.9
Verify Batch,BEYONDRX_OH,7.78
Verify Order,BEYONDRX_OH,8.22
Verify Order,BEYONDRX_OH,9.33
Verify Order,BEYONDRX_OH,11.33
Verify Order,BEYONDRX_AZ,13.68
Verify Order,BEYONDRX_OH,5.18
Verify Fill,BEYONDRX_OH,4.63
Verify Batch,BEYONDRX_AZ,14.71
Verify Order,BEYONDRX_OH,8.54
Verify Batch,OHIO,5.76
Verify Order,BEYONDRX_AZ,7.57
Verify Batch,BEYONDRX_AZ,14.82
Verify Fill,BEYONDRX_OH,5.21
Verify Batch,BEYONDRX_AZ,12.26
Verify Fill,OHIO,8.88
Verify Order,BEYONDRX_OH,6.19
Verify Order,BEYONDRX_AZ,6.36
Verify Batch,BEYONDRX_OH,8.56
Verify Batch,OHIO,7.93
Verify Order,BEYONDRX_OH,3.16
Verify Batch,BEYONDRX_OH,5.15
Verify Batch,BEYONDRX_AZ,3.85
Verify Order,OHIO,4.91
Verify Fill,BEYONDRX_AZ,3.26
Verify Fill,BEYONDRX_AZ,7.8
Verify Fill,BEYONDRX_OH,1.84
Verify Batch,OHIO,6.03
Verify Order,BEYONDRX_OH,7.72
Verify Fill,BEYONDRX_AZ,7.44
Verify Fill,OHIO,2.67
Verify Order,OHIO,7.87
Verify Batch,BEYONDRX_AZ,6.51
Verify Order,BEYONDRX_OH,4.5
Verify Order,OHIO,3.76
Verify Batch,BEYONDRX_OH,12.53
Verify Batch,BEYONDRX_OH,6.24
Verify Order,BEYONDRX_OH,9.36
Verify Batch,OHIO,6.57
Verify Order,BEYONDRX_AZ,9.08
Verify Fill,OHIO,7.1
Verify Batch,OHIO,7.62
Verify Order,BEYONDRX_AZ,10.48
Verify Order,BEYONDRX_AZ,4.58
Verify Batch,BEYONDRX_OH,8.8
Verify Fill,OHIO,10.07
Verify Batch,OHIO,9.08
Verify Batch,OHIO,5.65
Verify Batch,OHIO,10.54
Verify Batch,OHIO,14.93
Verify Batch,OHIO,12.64
Verify Fill,BEYONDRX_OH,10.0
Verify Fill,BEYONDRX_OH,6.85
Verify Batch,BEYONDRX_OH,2.1
Verify Batch,BEYONDRX_AZ,4.61
Verify Order,OHIO,5.36
Verify Batch,OHIO,27.22
Verify Order,BEYONDRX_AZ,8.87
Verify Order,BEYONDRX_AZ,4.52
Verify Order,OHIO,11.95
Verify Fill,BEYONDRX_AZ,4.89
Verify Order,BEYONDRX_AZ,8.53
Verify Fill,BEYONDRX_OH,11.43
Verify Order,OHIO,7.69
Verify Batch,BEYONDRX_OH,11.26
Verify Fill,OHIO,10.2
Verify Fill,BEYONDRX_OH,9.27
Verify Order,OHIO,4.05
Verify Batch,BEYONDRX_AZ,6.19
Verify Batch,BEYONDRX_AZ,6.0
Verify Order,BEYONDRX_AZ,12.91
Verify Batch,OHIO,8.76
Verify Fill,OHIO,9.23
Verify Batch,OHIO,2.75
Verify Order,BEYONDRX_OH,4.73
Verify Order,BEYONDRX_OH,13.45
Verify Batch,BEYONDRX_AZ,2.28
Verify Batch,BEYONDRX_OH,4.89
Verify Fill,BEYONDRX_OH,17.42
Verify Order,BEYONDRX_AZ,9.85
Verify Order,BEYONDRX_AZ,9.85
Verify Order,BEYONDRX_OH,8.79
Verify Batch,BEYONDRX_OH,9.09
Verify Fill,BEYONDRX_OH,10.66
Verify Order,OHIO,10.29
Verify Order,OHIO,5.4
Verify Fill,BEYONDRX_OH,10.57
Verify Batch,OHIO,2.93
Verify Batch,BEYONDRX_OH,13.01
Verify Order,BEYONDRX_AZ,7.91
Verify Fill,BEYONDRX_AZ,5.06
Verify Batch,BEYONDRX_AZ,6.38
Verify Batch,BEYONDRX_AZ,9.89
Verify Fill,OHIO,6.77
Verify Fill,OHIO,2.11
Verify Order,BEYONDRX_AZ,3.7
Verify Batch,BEYONDRX_OH,10.16
Verify Order,OHIO,13.22
Verify Batch,BEYONDRX_AZ,8.32
Verify Batch,OHIO,9.47
Verify Fill,BEYONDRX_OH,8.32
Verify Batch,BEYONDRX_AZ,3.34
Verify Fill,BEYONDRX_AZ,2.18
Verify Order,BEYONDRX_AZ,21.24
Verify Order,OHIO,7.29
Verify Batch,BEYONDRX_OH,11.16
Verify Batch,BEYONDRX_AZ,13.84
Verify Batch,OHIO,7.45
Verify Batch,BEYONDRX_OH,5.58
Verify Order,BEYONDRX_OH,3.15
Verify Fill,BEYONDRX_AZ,8.14
Verify Batch,OHIO,8.35
Verify Batch,OHIO,6.61
Verify Order,BEYONDRX_AZ,6.77
Verify Order,BEYONDRX_OH,5.51
Verify Order,OHIO,8.19
Verify Batch,OHIO,5.14
Verify Fill,BEYONDRX_OH,1.96
Verify Batch,BEYONDRX_OH,3.3
Verify Batch,BEYONDRX_OH,4.99
Verify Fill,OHIO,13.21
Verify Order,BEYONDRX_AZ,8.45
Verify Order,BEYONDRX_OH,20.15
Verify Fill,BEYONDRX_OH,3.38
Verify Order,BEYONDRX_OH,6.72
Verify Batch,BEYONDRX_OH,3.38
Verify Batch,OHIO,8.15
Verify Batch,OHIO,13.9
Verify Order,BEYONDRX_OH,7.15
Verify Fill,BEYONDRX_OH,7.49
Verify Batch,OHIO,9.68
Verify Fill,OHIO,12.07
Verify Fill,BEYONDRX_AZ,4.6
Verify Order,BEYONDRX_OH,10.68
Verify Order,BEYONDRX_OH,6.77
Verify Batch,OHIO,2.66
Verify Batch,OHIO,9.37
Verify Batch,OHIO,10.04
Verify Batch,BEYONDRX_OH,4.72
Verify Fill,BEYONDRX_AZ,11.21
Verify Order,OHIO,17.48
Verify Batch,BEYONDRX_OH,8.2
Verify Fill,OHIO,9.86
Verify Fill,BEYONDRX_AZ,4.95
Verify Batch,OHIO,14.5
Verify Fill,OHIO,6.48
Verify Batch,OHIO,10.4
Verify Batch,BEYONDRX_OH,9.55
Verify Order,BEYONDRX_OH,1.77
Verify Fill,BEYONDRX_OH,7.95
Verify Order,BEYONDRX_OH,7.25
Verify Fill,BEYONDRX_AZ,11.92
Verify Batch,OHIO,2.67
Verify Fill,BEYONDRX_AZ,5.6
Verify Batch,BEYONDRX_OH,6.82
Verify Batch,BEYONDRX_AZ,12.64
Verify Fill,OHIO,4.26
Verify Order,OHIO,2.27
Verify Batch,BEYONDRX_OH,9.9
Verify Order,BEYONDRX_AZ,4.97
Verify Fill,OHIO,6.26
Verify Batch,BEYONDRX_OH,10.31
Verify Order,BEYONDRX_OH,5.31
Verify Order,BEYONDRX_AZ,5.54
Verify Batch,OHIO,12.66
Verify Batch,BEYONDRX_OH,11.05
Verify Fill,BEYONDRX_OH,4.17
Verify Batch,BEYONDRX_OH,5.13
Verify Batch,OHIO,5.97
Verify Batch,OHIO,5.48
Verify Batch,BEYONDRX_AZ,10.34
Verify Batch,OHIO,9.75
Verify Fill,BEYONDRX_AZ,13.83
Verify Batch,BEYONDRX_OH,6.28
Verify Order,BEYONDRX_OH,6.53
Verify Order,BEYONDRX_AZ,7.62
Verify Batch,BEYONDRX_OH,3.94
Verify Order,BEYONDRX_AZ,2.72
Verify Batch,BEYONDRX_AZ,6.71
Verify Fill,BEYONDRX_AZ,5.03
Verify Order,BEYONDRX_AZ,10.19
Verify Order,OHIO,5.85
Verify Batch,BEYONDRX_OH,6.34
Verify Fill,BEYONDRX_AZ,10.27
Verify Fill,BEYONDRX_OH,9.39
Verify Order,BEYONDRX_AZ,14.71
Verify Order,OHIO,9.97
Verify Fill,OHIO,5.13
Verify Fill,BEYONDRX_AZ,5.78
Verify Order,BEYONDRX_AZ,14.11
Verify Batch,OHIO,12.34
Verify Order,OHIO,5.96
Verify Order,OHIO,8.96
Verify Order,BEYONDRX_OH,4.25
Verify Fill,BEYONDRX_AZ,6.22
Verify Order,BEYONDRX_OH,6.67
Verify Order,BEYONDRX_OH,4.83
Verify Order,OHIO,8.3
Verify Order,BEYONDRX_AZ,4.0
Verify Fill,BEYONDRX_AZ,8.91
Verify Order,OHIO,5.35
Verify Fill,OHIO,11.68
Verify Batch,BEYONDRX_OH,10.12
Verify Order,BEYONDRX_AZ,5.56
Verify Fill,OHIO,6.14
Verify Batch,BEYONDRX_AZ,11.31
Verify Batch,BEYONDRX_OH,8.49
Verify Batch,BEYONDRX_OH,5.19
Verify Order,OHIO,5.38
Verify Batch,BEYONDRX_AZ,13.02
Verify Batch,OHIO,6.86
Verify Batch,BEYONDRX_AZ,5.98
Verify Order,BEYONDRX_OH,10.64
Verify Fill,BEYONDRX_AZ,9.1
Verify Batch,OHIO,7.9
Verify Fill,BEYONDRX_AZ,3.77
Verify Order,BEYONDRX_AZ,2.64
Verify Fill,BEYONDRX_OH,6.06
Verify Fill,BEYONDRX_AZ,9.75
Verify Order,BEYONDRX_AZ,7.47
Verify Fill,BEYONDRX_AZ,17.46
Verify Fill,OHIO,12.86
Verify Order,BEYONDRX_AZ,5.84
Verify Batch,BEYONDRX_OH,5.71
Verify Batch,OHIO,9.11
Verify Batch,OHIO,12.13
Verify Order,BEYONDRX_AZ,7.03
Verify Fill,BEYONDRX_OH,7.92
Verify Fill,BEYONDRX_OH,12.93
Verify Batch,BEYONDRX_AZ,14.42
Verify Batch,BEYONDRX_OH,15.31
Verify Batch,BEYONDRX_OH,15.53
Verify Order,BEYONDRX_AZ,20.44
Verify Fill,BEYONDRX_AZ,7.22
Verify Batch,OHIO,9.3
Verify Batch,OHIO,6.54
Verify Fill,BEYONDRX_AZ,3.61
Verify Fill,OHIO,8.9
Verify Order,OHIO,9.69
Verify Fill,BEYONDRX_OH,5.71
Verify Order,BEYONDRX_AZ,6.06
Verify Order,BEYONDRX_AZ,6.1
Verify Order,BEYONDRX_AZ,8.58
Verify Fill,BEYONDRX_OH,5.32
Verify Fill,BEYONDRX_OH,5.83
Verify Order,OHIO,6.3
Verify Order,OHIO,16.89
Verify Fill,BEYONDRX_AZ,8.73
Verify Batch,BEYONDRX_AZ,4.81
Verify Batch,OHIO,16.68
Verify Batch,BEYONDRX_OH,6.61
Verify Fill,BEYONDRX_OH,6.66
Verify Batch,BEYONDRX_AZ,11.1
Verify Fill,BEYONDRX_OH,11.84
Verify Order,BEYONDRX_OH,9.06
Verify Batch,OHIO,7.97
Verify Order,OHIO,7.38
Verify Order,BEYONDRX_OH,3.95
Verify Fill,OHIO,7.73
Verify Order,BEYONDRX_AZ,6.3
Verify Fill,BEYONDRX_AZ,6.48
Verify Batch,BEYONDRX_OH,3.48
Verify Order,OHIO,12.07
Verify Batch,BEYONDRX_AZ,9.41
Verify Fill,BEYONDRX_OH,7.64
Verify Batch,BEYONDRX_OH,13.43
Verify Order,BEYONDRX_OH,9.13
Verify Fill,BEYONDRX_AZ,14.93
Verify Fill,BEYONDRX_AZ,7.92
Verify Batch,BEYONDRX_AZ,13.68
Verify Order,OHIO,12.1
Verify Fill,BEYONDRX_OH,6.95
Verify Fill,BEYONDRX_AZ,5.21
Verify Batch,BEYONDRX_AZ,18.69
Verify Fill,OHIO,6.54
Verify Batch,OHIO,10.7
Verify Fill,OHIO,13.2
Verify Fill,BEYONDRX_AZ,9.36
Verify Order,BEYONDRX_OH,14.52
Verify Fill,BEYONDRX_AZ,6.81
Verify Fill,OHIO,11.51
Verify Order,BEYONDRX_OH,7.97
Verify Batch,BEYONDRX_OH,4.45
Verify Batch,BEYONDRX_AZ,11.06
Verify Batch,BEYONDRX_OH,10.22
Verify Batch,BEYONDRX_AZ,9.27
Verify Order,BEYONDRX_OH,6.53
Verify Order,BEYONDRX_OH,6.37
Verify Batch,BEYONDRX_OH,12.28
Verify Fill,BEYONDRX_OH,3.47
Verify Fill,OHIO,7.71
Verify Batch,BEYONDRX_AZ,8.48
Verify Fill,BEYONDRX_AZ,11.3
Verify Batch,OHIO,8.74
Verify Fill,OHIO,10.41
Verify Batch,OHIO,6.75
Verify Batch,BEYONDRX_AZ,6.77
Verify Order,BEYONDRX_AZ,20.0
Verify Batch,BEYONDRX_AZ,7.93
Verify Order,BEYONDRX_AZ,6.04
Verify Fill,BEYONDRX_OH,7.3
Verify Fill,OHIO,2.94
Verify Batch,BEYONDRX_OH,10.01
Verify Batch,BEYONDRX_OH,11.76
Verify Order,BEYONDRX_OH,4.74
Verify Order,BEYONDRX_OH,9.17
Verify Order,OHIO,18.1
Verify Batch,OHIO,9.3
Verify Order,BEYONDRX_OH,5.69
Verify Fill,BEYONDRX_AZ,6.03
Verify Order,BEYONDRX_OH,4.74
Verify Order,BEYONDRX_OH,11.48
Verify Fill,BEYONDRX_OH,9.08
Verify Order,OHIO,12.51
Verify Fill,BEYONDRX_OH,5.72
Verify Fill,BEYONDRX_AZ,7.43
Verify Order,OHIO,12.99
Verify Order,OHIO,14.97
Verify Order,BEYONDRX_OH,5.77
Verify Batch,BEYONDRX_OH,8.42
Verify Fill,BEYONDRX_OH,7.31
Verify Fill,OHIO,2.33
Verify Order,BEYONDRX_AZ,12.13
Verify Order,OHIO,7.06
Verify Order,BEYONDRX_OH,20.89
Verify Batch,BEYONDRX_AZ,8.44
Verify Order,BEYONDRX_AZ,15.15
Verify Fill,BEYONDRX_OH,5.27
Verify Order,BEYONDRX_OH,1.47
Verify Fill,BEYONDRX_OH,6.45
Verify Batch,OHIO,5.15
Verify Order,BEYONDRX_OH,6.59
Verify Order,BEYONDRX_OH,7.88
Verify Fill,BEYONDRX_OH,7.76
Verify Batch,BEYONDRX_AZ,15.06
Verify Fill,BEYONDRX_OH,11.11
Verify Order,OHIO,9.12
Verify Fill,OHIO,4.27
Verify Fill,OHIO,7.45
Verify Order,BEYONDRX_OH,14.66
Verify Fill,BEYONDRX_OH,16.75
Verify Order,OHIO,4.73
Verify Order,BEYONDRX_OH,9.8
Verify Batch,BEYONDRX_AZ,4.49
Verify Fill,BEYONDRX_AZ,7.77
Verify Fill,BEYONDRX_AZ,5.8
Verify Batch,OHIO,8.91
Verify Order,BEYONDRX_AZ,13.59
Verify Batch,OHIO,5.07
Verify Batch,BEYONDRX_AZ,6.21
Verify Fill,BEYONDRX_OH,6.07
Verify Batch,OHIO,9.75
Verify Batch,BEYONDRX_AZ,8.36
Verify Batch,OHIO,9.2
Verify Order,BEYONDRX_AZ,13.21
Verify Batch,OHIO,5.49
Verify Fill,BEYONDRX_OH,6.49
Verify Fill,BEYONDRX_OH,6.05
Verify Batch,BEYONDRX_OH,10.6
Verify Batch,BEYONDRX_OH,7.96
Verify Fill,BEYONDRX_OH,5.64
Verify Order,BEYONDRX_AZ,9.2
Verify Fill,BEYONDRX_OH,11.46
Verify Fill,BEYONDRX_OH,6.4
Verify Fill,BEYONDRX_AZ,13.61
Verify Order,OHIO,7.3
Verify Order,OHIO,6.16
Verify Order,BEYONDRX_AZ,7.22
Verify Order,OHIO,7.29
Verify Fill,BEYONDRX_AZ,8.86
Verify Batch,BEYONDRX_AZ,14.76
Verify Batch,BEYONDRX_OH,6.05
Verify Order,BEYONDRX_OH,3.72
Verify Order,BEYONDRX_OH,6.39
Verify Order,BEYONDRX_AZ,11.42
Verify Fill,OHIO,4.74
Verify Batch,OHIO,5.55
Verify Order,BEYONDRX_AZ,2.54
Verify Order,BEYONDRX_OH,11.93
Verify Batch,BEYONDRX_AZ,7.7
Verify Batch,BEYONDRX_AZ,9.08
Verify Order,OHIO,6.06
Verify Batch,OHIO,17.51
Verify Fill,BEYONDRX_OH,6.0
Verify Fill,OHIO,11.69
Verify Batch,BEYONDRX_AZ,8.41
Verify Batch,BEYONDRX_OH,12.12
Verify Batch,OHIO,7.56
Verify Order,BEYONDRX_OH,15.97
Verify Batch,OHIO,5.37
Verify Fill,OHIO,9.61
Verify Order,BEYONDRX_OH,8.97
Verify Batch,OHIO,10.59
Verify Order,BEYONDRX_AZ,7.04
Verify Fill,BEYONDRX_AZ,18.13
Verify Order,BEYONDRX_AZ,11.33
Verify Order,BEYONDRX_AZ,3.86
Verify Batch,BEYONDRX_OH,4.62
Verify Batch,BEYONDRX_AZ,9.48
Verify Batch,BEYONDRX_OH,3.73
Verify Fill,BEYONDRX_AZ,10.32
Verify Batch,OHIO,3.31
Verify Batch,BEYONDRX_OH,4.62
Verify Order,BEYONDRX_OH,22.65
Verify Fill,BEYONDRX_AZ,4.82
Verify Batch,OHIO,4.35
Verify Order,BEYONDRX_OH,6.26
Verify Batch,OHIO,9.53
Verify Fill,BEYONDRX_AZ,7.02
Verify Fill,BEYONDRX_OH,14.17
Verify Batch,OHIO,9.47
Verify Fill,BEYONDRX_AZ,4.85
Verify Batch,BEYONDRX_AZ,3.63
Verify Fill,BEYONDRX_OH,17.7
Verify Fill,BEYONDRX_OH,4.44
Verify Batch,BEYONDRX_AZ,9.03
Verify Order,OHIO,11.17
Verify Fill,BEYONDRX_OH,5.62
Verify Order,BEYONDRX_AZ,7.62
Verify Fill,BEYONDRX_AZ,3.51
Verify Order,OHIO,5.09
Verify Fill,BEYONDRX_OH,6.22
Verify Order,OHIO,8.86
Verify Fill,BEYONDRX_OH,18.13
Verify Batch,BEYONDRX_OH,7.26
Verify Batch,BEYONDRX_AZ,12.13
Verify Batch,BEYONDRX_AZ,9.04
Verify Fill,BEYONDRX_AZ,8.68
Verify Batch,OHIO,6.71
Verify Fill,BEYONDRX_OH,15.49
Verify Batch,BEYONDRX_AZ,10.43
Verify Batch,BEYONDRX_AZ,11.22
Verify Order,OHIO,4.88
Verify Batch,BEYONDRX_OH,8.7
Verify Batch,BEYONDRX_AZ,9.15
Verify Fill,OHIO,11.44
Verify Order,OHIO,8.88
Verify Batch,OHIO,7.27
Verify Fill,OHIO,7.1
Verify Batch,BEYONDRX_AZ,16.74
Verify Batch,BEYONDRX_AZ,5.46
Verify Order,BEYONDRX_AZ,5.47
Verify Batch,BEYONDRX_OH,6.6
Verify Fill,BEYONDRX_OH,7.59
Verify Batch,OHIO,9.53
Verify Order,OHIO,11.57
Verify Order,BEYONDRX_OH,11.28
Verify Order,BEYONDRX_AZ,7.35
Verify Fill,BEYONDRX_OH,8.19
Verify Fill,OHIO,3.61
Verify Order,OHIO,16.13
Verify Fill,BEYONDRX_AZ,9.38
Verify Order,BEYONDRX_AZ,5.01
Verify Fill,OHIO,7.31
Verify Batch,BEYONDRX_AZ,4.05
Verify Order,OHIO,8.88
Verify Batch,BEYONDRX_AZ,20.43
Verify Order,BEYONDRX_AZ,11.22
Verify Order,BEYONDRX_AZ,13.64
Verify Order,BEYONDRX_AZ,17.3
Verify Fill,OHIO,5.48
Verify Batch,BEYONDRX_AZ,10.34
Verify Order,BEYONDRX_OH,13.25
Verify Order,BEYONDRX_OH,6.17
Verify Batch,BEYONDRX_OH,12.93
Verify Batch,BEYONDRX_OH,3.75
Verify Fill,OHIO,9.26
Verify Fill,BEYONDRX_AZ,6.05
Verify Order,BEYONDRX_AZ,13.54
Verify Order,BEYONDRX_AZ,11.98
Verify Order,OHIO,3.54
Verify Batch,BEYONDRX_OH,4.15
Verify Fill,BEYONDRX_OH,11.07
Verify Batch,BEYONDRX_OH,10.2
Verify Order,BEYONDRX_AZ,3.52
Verify Batch,BEYONDRX_OH,10.8
Verify Order,BEYONDRX_AZ,9.31
Verify Batch,BEYONDRX_AZ,5.23
Verify Order,BEYONDRX_OH,4.82
Verify Batch,BEYONDRX_AZ,6.54
Verify Fill,BEYONDRX_OH,12.71
Verify Fill,OHIO,10.09
Verify Batch,OHIO,6.37
Verify Order,OHIO,4.06
Verify Fill,BEYONDRX_AZ,12.75
Verify Batch,BEYONDRX_OH,6.83
Verify Batch,OHIO,2.14
Verify Fill,OHIO,12.63
Verify Batch,OHIO,5.55
Verify Fill,BEYONDRX_OH,5.43
Verify Order,BEYONDRX_AZ,9.53
Verify Order,BEYONDRX_AZ,5.07
Verify Fill,BEYONDRX_AZ,8.73
Verify Fill,BEYONDRX_OH,9.58
Verify Batch,BEYONDRX_AZ,6.26
Verify Order,OHIO,9.75
Verify Fill,BEYONDRX_OH,9.91
Verify Fill,BEYONDRX_OH,6.8
Verify Fill,OHIO,4.98
Verify Fill,OHIO,6.34
Verify Order,OHIO,7.55
Verify Fill,BEYONDRX_AZ,14.04
Verify Fill,BEYONDRX_AZ,5.2
Verify Batch,BEYONDRX_AZ,5.0
Verify Fill,BEYONDRX_OH,13.5
Verify Batch,BEYONDRX_AZ,7.36
Verify Order,OHIO,6.01
Verify Fill,BEYONDRX_AZ,10.6
Verify Batch,BEYONDRX_OH,11.68
Verify Order,BEYONDRX_OH,3.92
Verify Batch,BEYONDRX_AZ,5.04
Verify Order,BEYONDRX_AZ,7.62
Verify Order,BEYONDRX_OH,7.51
Verify Fill,BEYONDRX_AZ,14.58
Verify Batch,BEYONDRX_OH,11.06
Verify Order,BEYONDRX_AZ,8.58
Verify Batch,BEYONDRX_OH,3.82
Verify Order,BEYONDRX_AZ,5.61
Verify Batch,OHIO,6.46
Verify Fill,OHIO,3.01
Verify Batch,BEYONDRX_AZ,14.48
Verify Batch,BEYONDRX_OH,8.7
Verify Batch,BEYONDRX_AZ,5.55
Verify Fill,BEYONDRX_AZ,9.68
Verify Batch,OHIO,8.85
Verify Order,OHIO,5.15
Verify Fill,BEYONDRX_OH,5.48
Verify Order,BEYONDRX_OH,4.63
Verify Batch,BEYONDRX_AZ,4.36
Verify Batch,BEYONDRX_OH,5.91
Verify Batch,BEYONDRX_AZ,8.7
Verify Batch,OHIO,5.75
Verify Fill,BEYONDRX_AZ,6.3
Verify Fill,BEYONDRX_AZ,4.12
Verify Order,BEYONDRX_AZ,10.41
Verify Batch,BEYONDRX_OH,21.73
Verify Fill,BEYONDRX_OH,8.39
Verify Batch,OHIO,13.34
Verify Order,OHIO,6.81
Verify Order,OHIO,20.5
Verify Order,BEYONDRX_OH,6.83
Verify Batch,BEYONDRX_OH,5.9
Verify Batch,BEYONDRX_AZ,15.63
Verify Batch,BEYONDRX_OH,7.89
Verify Order,BEYONDRX_AZ,9.59
Verify Batch,OHIO,7.48
Verify Fill,OHIO,10.6
Verify Order,BEYONDRX_AZ,4.46
Verify Fill,BEYONDRX_OH,4.57
Verify Order,BEYONDRX_AZ,7.85
Verify Order,BEYONDRX_AZ,11.02
Verify Batch,BEYONDRX_OH,7.29
Verify Batch,BEYONDRX_OH,9.79
Verify Fill,OHIO,7.09
Verify Batch,BEYONDRX_OH,4.36
Verify Batch,BEYONDRX_AZ,4.55
Verify Batch,BEYONDRX_OH,6.94
Verify Fill,BEYONDRX_OH,4.06
Verify Order,BEYONDRX_AZ,7.19
Verify Order,BEYONDRX_OH,4.77
Verify Batch,BEYONDRX_OH,11.09
Verify Batch,BEYONDRX_OH,4.18
Verify Order,BEYONDRX_AZ,7.67
Verify Fill,BEYONDRX_OH,6.26
Verify Fill,BEYONDRX_AZ,5.08
Verify Batch,BEYONDRX_AZ,8.61
Verify Batch,OHIO,12.46
Verify Fill,BEYONDRX_OH,6.53
Verify Fill,OHIO,8.07
Verify Order,BEYONDRX_AZ,3.73
Verify Batch,BEYONDRX_AZ,6.42
Verify Order,BEYONDRX_OH,13.42
Verify Batch,OHIO,5.9
Verify Fill,OHIO,6.98
Verify Batch,OHIO,10.46
Verify Fill,OHIO,3.65
Verify Fill,BEYONDRX_AZ,11.87
Verify Order,BEYONDRX_AZ,14.14
Verify Batch,BEYONDRX_OH,9.39
Verify Order,BEYONDRX_AZ,7.46
Verify Fill,BEYONDRX_AZ,10.97
Verify Order,BEYONDRX_OH,10.37
Verify Batch,OHIO,8.65
Verify Batch,OHIO,1.82
Verify Fill,BEYONDRX_OH,15.21
Verify Fill,BEYONDRX_AZ,5.33
Verify Batch,BEYONDRX_AZ,2.55
Verify Order,BEYONDRX_OH,7.09
Verify Fill,BEYONDRX_AZ,8.89
Verify Batch,BEYONDRX_AZ,17.59
Verify Order,OHIO,5.49
Verify Fill,BEYONDRX_AZ,2.59
Verify Batch,BEYONDRX_OH,4.21
Verify Fill,BEYONDRX_AZ,10.02
Verify Order,BEYONDRX_AZ,7.0
Verify Order,OHIO,11.02
Verify Batch,OHIO,10.83
Verify Batch,OHIO,2.95
Verify Batch,OHIO,9.83
Verify Order,OHIO,14.49
Verify Order,OHIO,6.77
Verify Order,BEYONDRX_OH,6.22
Verify Fill,OHIO,10.45
Verify Order,BEYONDRX_AZ,1.64
Verify Fill,BEYONDRX_OH,8.51
Verify Fill,BEYONDRX_AZ,4.38
Verify Batch,BEYONDRX_OH,5.94
Verify Order,OHIO,4.75
Verify Batch,BEYONDRX_OH,13.11
Verify Fill,BEYONDRX_OH,9.43
Verify Order,BEYONDRX_AZ,5.74
Verify Fill,BEYONDRX_AZ,5.66
Verify Batch,BEYONDRX_OH,12.31
Verify Fill,OHIO,5.12
Verify Batch,OHIO,11.24
Verify Order,BEYONDRX_OH,3.69
Verify Order,BEYONDRX_AZ,4.64
Verify Order,BEYONDRX_OH,5.22
Verify Fill,OHIO,5.81
Verify Order,BEYONDRX_OH,12.53
Verify Batch,OHIO,6.53
Verify Fill,BEYONDRX_AZ,6.44
Verify Batch,OHIO,5.28
Verify Fill,OHIO,7.23
Verify Fill,BEYONDRX_AZ,10.03
Verify Fill,BEYONDRX_OH,11.18
Verify Order,BEYONDRX_AZ,4.96
Verify Order,BEYONDRX_AZ,6.46
Verify Order,BEYONDRX_OH,8.28
Verify Order,OHIO,13.62
Verify Order,BEYONDRX_AZ,6.07
Verify Batch,BEYONDRX_AZ,4.21
Verify Batch,OHIO,10.01
Verify Batch,OHIO,2.83
Verify Batch,BEYONDRX_OH,6.82
Verify Fill,OHIO,10.17
Verify Order,BEYONDRX_OH,10.35
Verify Order,OHIO,6.34
Verify Fill,BEYONDRX_OH,12.72
Verify Order,BEYONDRX_AZ,3.44
Verify Order,BEYONDRX_AZ,15.47
Verify Fill,BEYONDRX_OH,9.7
Verify Batch,OHIO,4.23
Verify Fill,OHIO,13.26
Verify Batch,BEYONDRX_AZ,7.88
Verify Order,OHIO,10.49
Verify Batch,BEYONDRX_OH,8.16
Verify Batch,BEYONDRX_AZ,7.49
Verify Fill,OHIO,7.09
Verify Order,OHIO,9.44
Verify Batch,OHIO,4.77
Verify Fill,BEYONDRX_AZ,6.79
Verify Fill,OHIO,7.74
Verify Batch,OHIO,17.31
Verify Order,OHIO,2.93
Verify Batch,BEYONDRX_AZ,8.42
Verify Batch,OHIO,9.49
Verify Order,OHIO,4.49
Verify Fill,BEYONDRX_OH,8.03
Verify Fill,BEYONDRX_OH,13.68
Verify Batch,OHIO,8.99
Verify Fill,OHIO,12.5
Verify Batch,BEYONDRX_OH,9.67
Verify Order,BEYONDRX_AZ,11.74
Verify Order,OHIO,11.08
Verify Order,BEYONDRX_AZ,17.59
Verify Fill,BEYONDRX_OH,10.32
Verify Fill,OHIO,5.89
Verify Batch,BEYONDRX_OH,4.8
Verify Fill,BEYONDRX_AZ,7.43
Verify Fill,BEYONDRX_AZ,5.48
Verify Order,OHIO,8.61
Verify Fill,BEYONDRX_AZ,12.5
Verify Batch,BEYONDRX_AZ,16.41
Verify Batch,OHIO,7.07
Verify Order,BEYONDRX_AZ,10.53
Verify Fill,OHIO,4.12
Verify Fill,BEYONDRX_OH,9.76
Verify Batch,BEYONDRX_OH,4.31
Verify Batch,OHIO,7.55
Verify Batch,BEYONDRX_AZ,8.64
Verify Order,OHIO,10.12
